id,date_created,current_status,status_history,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
6307,02/10/2022,Analyzed by lab,"['Created 02/10/2022 Mercy Health Youngstown - St. Joseph Warren', 'Received 02/10/2022 Niles Police Department', 'Received 02/15/2022 BCI Youngstown']",Created 02/10/2022 Mercy Health Youngstown - St. Joseph Warren,Received 02/10/2022 Niles Police Department,Received 02/15/2022 BCI Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,01/19/2022,Requires law enforcement data,"['Created 01/19/2022 Mercy Health Youngstown - St. Joseph Warren', ""Received 01/19/2022 Trumbull County Sheriff's Office""]",Created 01/19/2022 Mercy Health Youngstown - St. Joseph Warren,Received 01/19/2022 Trumbull County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,11/04/2021,Evidence collected (not received by law enforcement),['Created 11/04/2021 Mercy Health Youngstown - St. Joseph Warren'],Created 11/04/2021 Mercy Health Youngstown - St. Joseph Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315,09/20/2021,Analyzed by lab,"['Created 09/20/2021 Mercy St. Charles', 'Received 09/20/2021 Bowling Green Police Division', 'Received 10/13/2021 BCI Bowling Green', 'Received 01/20/2022 Bowling Green Police Division']",Created 09/20/2021 Mercy St. Charles,Received 09/20/2021 Bowling Green Police Division,Received 10/13/2021 BCI Bowling Green,Received 01/20/2022 Bowling Green Police Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318,10/19/2021,Analyzed by lab,"['Created 10/19/2021 Mercy St. Charles', 'Received 10/20/2021 Toledo Police Department', 'Received 11/30/2021 BCI Bowling Green', 'Received 02/24/2022 Toledo Police Department']",Created 10/19/2021 Mercy St. Charles,Received 10/20/2021 Toledo Police Department,Received 11/30/2021 BCI Bowling Green,Received 02/24/2022 Toledo Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6322,12/23/2021,Analyzed by lab,"[""Created 12/23/2021 Dayton Children's Hospital"", 'Received 12/27/2021 Clark County Sheriff', 'Received 01/11/2022 BCI London', 'Received 06/03/2022 Clark County Sheriff']",Created 12/23/2021 Dayton Children's Hospital,Received 12/27/2021 Clark County Sheriff,Received 01/11/2022 BCI London,Received 06/03/2022 Clark County Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6323,12/26/2021,Analyzed by lab,"[""Created 12/26/2021 Dayton Children's Hospital"", ""Received 12/27/2021 Montgomery County Sheriff's Office"", 'Received 01/19/2022 Miami Valley Regional Crime Lab', ""Received 06/09/2022 Montgomery County Sheriff's Office""]",Created 12/26/2021 Dayton Children's Hospital,Received 12/27/2021 Montgomery County Sheriff's Office,Received 01/19/2022 Miami Valley Regional Crime Lab,Received 06/09/2022 Montgomery County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,12/03/2021,Analyzed by lab,"[""Created 12/03/2021 Dayton Children's Hospital"", 'Received 12/03/2021 Dayton Police Department', 'Received 03/08/2022 Miami Valley Regional Crime Lab', 'Received 03/15/2022 Dayton Police Department']",Created 12/03/2021 Dayton Children's Hospital,Received 12/03/2021 Dayton Police Department,Received 03/08/2022 Miami Valley Regional Crime Lab,Received 03/15/2022 Dayton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325,12/23/2021,Analyzed by lab,"[""Created 12/23/2021 Dayton Children's Hospital"", 'Received 12/27/2021 Clark County Sheriff', 'Received 01/11/2022 BCI London', 'Received 06/03/2022 Clark County Sheriff']",Created 12/23/2021 Dayton Children's Hospital,Received 12/27/2021 Clark County Sheriff,Received 01/11/2022 BCI London,Received 06/03/2022 Clark County Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326,11/22/2021,Analyzed by lab,"[""Created 11/22/2021 Dayton Children's Hospital"", ""Received 11/23/2021 Montgomery County Sheriff's Office"", 'Received 02/11/2022 Miami Valley Regional Crime Lab', ""Received 06/09/2022 Montgomery County Sheriff's Office""]",Created 11/22/2021 Dayton Children's Hospital,Received 11/23/2021 Montgomery County Sheriff's Office,Received 02/11/2022 Miami Valley Regional Crime Lab,Received 06/09/2022 Montgomery County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6327,12/26/2021,Analyzed by lab,"[""Created 12/26/2021 Dayton Children's Hospital"", ""Received 12/27/2021 Montgomery County Sheriff's Office"", 'Received 01/19/2022 Miami Valley Regional Crime Lab', ""Received 06/09/2022 Montgomery County Sheriff's Office""]",Created 12/26/2021 Dayton Children's Hospital,Received 12/27/2021 Montgomery County Sheriff's Office,Received 01/19/2022 Miami Valley Regional Crime Lab,Received 06/09/2022 Montgomery County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328,11/19/2021,Analyzed by lab,"[""Created 11/19/2021 Dayton Children's Hospital"", ""Received 11/22/2021 Auglaize County Sheriff's Office"", 'Received 11/24/2021 BCI Bowling Green', ""Received 03/01/2022 Auglaize County Sheriff's Office""]",Created 11/19/2021 Dayton Children's Hospital,Received 11/22/2021 Auglaize County Sheriff's Office,Received 11/24/2021 BCI Bowling Green,Received 03/01/2022 Auglaize County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,11/29/2021,Analyzed by lab,"[""Created 11/29/2021 Dayton Children's Hospital"", 'Received 11/30/2021 Dayton Police Department', 'Received 02/07/2022 Miami Valley Regional Crime Lab', 'Received 02/15/2022 Dayton Police Department']",Created 11/29/2021 Dayton Children's Hospital,Received 11/30/2021 Dayton Police Department,Received 02/07/2022 Miami Valley Regional Crime Lab,Received 02/15/2022 Dayton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330,12/26/2021,Evidence collected (not received by law enforcement),"[""Created 12/26/2021 Dayton Children's Hospital""]",Created 12/26/2021 Dayton Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,12/25/2021,Analyzed by lab,"[""Created 12/25/2021 Dayton Children's Hospital"", 'Received 12/25/2021 Kettering Police Department', 'Received 01/21/2022 BCI London', 'Received 04/21/2022 Kettering Police Department']",Created 12/25/2021 Dayton Children's Hospital,Received 12/25/2021 Kettering Police Department,Received 01/21/2022 BCI London,Received 04/21/2022 Kettering Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332,10/26/2021,Analyzed by lab,"[""Created 10/26/2021 Dayton Children's Hospital"", 'Received 10/26/2021 Dayton Police Department', 'Received 12/21/2021 Miami Valley Regional Crime Lab', 'Received 12/21/2021 Miami Valley Regional Crime Lab', 'Received 12/30/2021 Dayton Police Department']",Created 10/26/2021 Dayton Children's Hospital,Received 10/26/2021 Dayton Police Department,Received 12/21/2021 Miami Valley Regional Crime Lab,Received 12/21/2021 Miami Valley Regional Crime Lab,Received 12/30/2021 Dayton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,11/09/2021,Analyzed by lab,"[""Created 11/09/2021 Dayton Children's Hospital"", ""Received 11/10/2021 Shelby County Sheriff's Office"", 'Received 11/24/2021 BCI London', ""Received 03/08/2022 Shelby County Sheriff's Office""]",Created 11/09/2021 Dayton Children's Hospital,Received 11/10/2021 Shelby County Sheriff's Office,Received 11/24/2021 BCI London,Received 03/08/2022 Shelby County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,11/07/2021,Analyzed by lab,"[""Created 11/07/2021 Dayton Children's Hospital"", ""Received 11/08/2021 Montgomery County Sheriff's Office"", 'Received 01/26/2022 Miami Valley Regional Crime Lab', ""Received 02/08/2022 Montgomery County Sheriff's Office""]",Created 11/07/2021 Dayton Children's Hospital,Received 11/08/2021 Montgomery County Sheriff's Office,Received 01/26/2022 Miami Valley Regional Crime Lab,Received 02/08/2022 Montgomery County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335,11/07/2021,Analyzed by lab,"[""Created 11/07/2021 Dayton Children's Hospital"", ""Received 11/08/2021 Montgomery County Sheriff's Office"", 'Received 01/26/2022 Miami Valley Regional Crime Lab', ""Received 02/08/2022 Montgomery County Sheriff's Office""]",Created 11/07/2021 Dayton Children's Hospital,Received 11/08/2021 Montgomery County Sheriff's Office,Received 01/26/2022 Miami Valley Regional Crime Lab,Received 02/08/2022 Montgomery County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336,11/03/2021,Analyzed by lab,"[""Created 11/03/2021 Dayton Children's Hospital"", 'Received 11/03/2021 Hamilton Twp. Police Department', 'Received 11/04/2021 BCI London', 'Received 01/27/2022 Hamilton Twp. Police Department']",Created 11/03/2021 Dayton Children's Hospital,Received 11/03/2021 Hamilton Twp. Police Department,Received 11/04/2021 BCI London,Received 01/27/2022 Hamilton Twp. Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6337,11/01/2021,Analyzed by lab,"[""Created 11/01/2021 Dayton Children's Hospital"", ""Received 11/01/2021 Montgomery County Sheriff's Office"", 'Received 01/13/2022 Miami Valley Regional Crime Lab', ""Received 01/19/2022 Montgomery County Sheriff's Office""]",Created 11/01/2021 Dayton Children's Hospital,Received 11/01/2021 Montgomery County Sheriff's Office,Received 01/13/2022 Miami Valley Regional Crime Lab,Received 01/19/2022 Montgomery County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,11/10/2021,Analyzed by lab,"[""Created 11/10/2021 Dayton Children's Hospital"", 'Received 12/02/2021 Middletown Police Department', 'Received 12/03/2021 BCI London', 'Received 01/13/2022 Middletown Police Department']",Created 11/10/2021 Dayton Children's Hospital,Received 12/02/2021 Middletown Police Department,Received 12/03/2021 BCI London,Received 01/13/2022 Middletown Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,10/30/2021,Analyzed by lab,"[""Created 10/30/2021 Dayton Children's Hospital"", 'Received 10/30/2021 Dayton Police Department', 'Received 01/26/2022 Miami Valley Regional Crime Lab', 'Received 02/15/2022 Dayton Police Department']",Created 10/30/2021 Dayton Children's Hospital,Received 10/30/2021 Dayton Police Department,Received 01/26/2022 Miami Valley Regional Crime Lab,Received 02/15/2022 Dayton Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341,11/13/2021,Analyzed by lab,"[""Created 11/13/2021 Dayton Children's Hospital"", 'Received 11/15/2021 Delphos Police Department', 'Received 11/18/2021 BCI Bowling Green', 'Received 02/28/2022 Delphos Police Department']",Created 11/13/2021 Dayton Children's Hospital,Received 11/15/2021 Delphos Police Department,Received 11/18/2021 BCI Bowling Green,Received 02/28/2022 Delphos Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,10/25/2022,Analyzed by lab,"['Created 10/25/2022 Knox Community Hospital', 'Received 11/25/2022 Mount Vernon Police Department', 'Received 12/06/2022 BCI Richfield', 'Received 01/24/2023 Mount Vernon Police Department']",Created 10/25/2022 Knox Community Hospital,Received 11/25/2022 Mount Vernon Police Department,Received 12/06/2022 BCI Richfield,Received 01/24/2023 Mount Vernon Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,11/10/2021,Unused,"['Created 11/10/2021 Knox Community Hospital', 'Received 11/10/2021 Mount Vernon Police Department']",Created 11/10/2021 Knox Community Hospital,Received 11/10/2021 Mount Vernon Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345,10/20/2021,Analyzed by lab,"['Created 10/20/2021 Knox Community Hospital', 'Received 11/24/2021 Mount Vernon Police Department', 'Received 06/09/2022 BCI Richfield']",Created 10/20/2021 Knox Community Hospital,Received 11/24/2021 Mount Vernon Police Department,Received 06/09/2022 BCI Richfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346,03/14/2023,Being analyzed by lab,"['Created 03/14/2023 Knox Community Hospital', 'Received 03/14/2023 Newark Police Department', 'Received 03/17/2023 BCI London']",Created 03/14/2023 Knox Community Hospital,Received 03/14/2023 Newark Police Department,Received 03/17/2023 BCI London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350,02/13/2022,Analyzed by lab,"['Created 02/13/2022 Knox Community Hospital', 'Received 03/13/2022 Mount Vernon Police Department', 'Received 03/17/2022 BCI Richfield', 'Received 07/28/2022 Mount Vernon Police Department']",Created 02/13/2022 Knox Community Hospital,Received 03/13/2022 Mount Vernon Police Department,Received 03/17/2022 BCI Richfield,Received 07/28/2022 Mount Vernon Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351,01/22/2022,Analyzed by lab,"['Created 01/22/2022 Knox Community Hospital', 'Received 01/24/2022 Mount Vernon Police Department', 'Received 02/09/2022 BCI Richfield', 'Received 05/10/2022 Mount Vernon Police Department']",Created 01/22/2022 Knox Community Hospital,Received 01/24/2022 Mount Vernon Police Department,Received 02/09/2022 BCI Richfield,Received 05/10/2022 Mount Vernon Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6352,08/16/2021,Analyzed by lab,"['Created 08/16/2021 OhioHealth Marion Hospital', ""Received 08/18/2021 Marion County Sheriff's Office"", 'Received 08/19/2021 BCI Bowling Green', ""Received 12/20/2021 Marion County Sheriff's Office""]",Created 08/16/2021 OhioHealth Marion Hospital,Received 08/18/2021 Marion County Sheriff's Office,Received 08/19/2021 BCI Bowling Green,Received 12/20/2021 Marion County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6353,07/26/2022,Analyzed by lab,"['Created 07/26/2022 OhioHealth Emergency Care - Powell', ""Received 07/28/2022 Franklin County Sheriff's Office"", 'Received 08/03/2022 BCI London', ""Received 10/10/2022 Franklin County Sheriff's Office""]",Created 07/26/2022 OhioHealth Emergency Care - Powell,Received 07/28/2022 Franklin County Sheriff's Office,Received 08/03/2022 BCI London,Received 10/10/2022 Franklin County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6354,08/23/2021,Analyzed by lab,"['Created 08/23/2021 OhioHealth Marion Hospital', 'Received 08/23/2021 Marion Police Department', 'Received 08/31/2021 BCI Bowling Green', 'Received 12/06/2021 Marion Police Department']",Created 08/23/2021 OhioHealth Marion Hospital,Received 08/23/2021 Marion Police Department,Received 08/31/2021 BCI Bowling Green,Received 12/06/2021 Marion Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355,02/16/2022,Analyzed by lab,"['Created 02/16/2022 OhioHealth Marion Hospital', 'Received 02/17/2022 Marion Police Department', 'Received 03/04/2022 BCI Bowling Green', 'Received 06/29/2022 Marion Police Department']",Created 02/16/2022 OhioHealth Marion Hospital,Received 02/17/2022 Marion Police Department,Received 03/04/2022 BCI Bowling Green,Received 06/29/2022 Marion Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6356,01/30/2022,Analyzed by lab,"['Created 01/30/2022 OhioHealth Marion Hospital', 'Received 02/02/2022 Marion Police Department', 'Received 02/14/2022 BCI Bowling Green', 'Received 04/01/2022 Marion Police Department']",Created 01/30/2022 OhioHealth Marion Hospital,Received 02/02/2022 Marion Police Department,Received 02/14/2022 BCI Bowling Green,Received 04/01/2022 Marion Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357,10/13/2021,Ready to send to lab,"['Created 10/13/2021 OhioHealth Mansfield Hospital', 'Received 10/14/2021 Mansfield Police Department']",Created 10/13/2021 OhioHealth Mansfield Hospital,Received 10/14/2021 Mansfield Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358,12/13/2021,Analyzed by lab,"['Created 12/13/2021 OhioHealth Marion Hospital', ""Received 12/13/2021 Marion County Sheriff's Office"", 'Received 12/20/2021 BCI Bowling Green', ""Received 03/02/2022 Marion County Sheriff's Office""]",Created 12/13/2021 OhioHealth Marion Hospital,Received 12/13/2021 Marion County Sheriff's Office,Received 12/20/2021 BCI Bowling Green,Received 03/02/2022 Marion County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6359,08/11/2021,Destroyed,"['Created 08/11/2021 OhioHealth Mansfield Hospital', 'Received 08/12/2021 Ohio State Highway Patrol - Bucyrus District', 'Destroyed 08/12/2021 Ohio Attorney General']",Created 08/11/2021 OhioHealth Mansfield Hospital,Received 08/12/2021 Ohio State Highway Patrol - Bucyrus District,Destroyed 08/12/2021 Ohio Attorney General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361,08/11/2021,Analyzed by lab,"['Created 08/11/2021 OhioHealth Mansfield Hospital', ""Received 08/13/2021 Richland County Sheriff's Office"", 'Received 08/26/2021 BCI Richfield', ""Received 11/04/2021 Richland County Sheriff's Office""]",Created 08/11/2021 OhioHealth Mansfield Hospital,Received 08/13/2021 Richland County Sheriff's Office,Received 08/26/2021 BCI Richfield,Received 11/04/2021 Richland County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6362,10/18/2021,Analyzed by lab,"[""Created 10/18/2021 Mercy Health St. Rita's Medical Center"", 'Received 10/19/2021 Lima Police Department', 'Received 02/18/2022 BCI Bowling Green']",Created 10/18/2021 Mercy Health St. Rita's Medical Center,Received 10/19/2021 Lima Police Department,Received 02/18/2022 BCI Bowling Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363,12/24/2022,Being analyzed by lab,"[""Created 12/24/2022 Mercy Health St. Rita's Medical Center"", ""Received 12/28/2022 Paulding County Sheriff's Office"", 'Received 12/29/2022 BCI Bowling Green']",Created 12/24/2022 Mercy Health St. Rita's Medical Center,Received 12/28/2022 Paulding County Sheriff's Office,Received 12/29/2022 BCI Bowling Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,10/28/2021,Analyzed by lab,"[""Created 10/28/2021 Mercy Health St. Rita's Medical Center"", 'Received 11/02/2021 Lima Police Department', 'Received 11/12/2021 BCI Bowling Green']",Created 10/28/2021 Mercy Health St. Rita's Medical Center,Received 11/02/2021 Lima Police Department,Received 11/12/2021 BCI Bowling Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
